"Notes"	"State"	"State Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Georgia"	"13"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2014"	"2014"	54	3783716	1.427	0.000%
	"Georgia"	"13"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2015"	"2015"	54	3786166	1.426	0.000%
	"Georgia"	"13"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2016"	"2016"	55	3791653	1.451	0.000%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	12	259383	4.626 (Unreliable)	0.000%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	12	270245	4.440 (Unreliable)	0.000%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	13	282172	4.607 (Unreliable)	0.000%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	14	293663	4.767 (Unreliable)	0.000%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"1999"	"1999"	274	1352498	20.259	0.002%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2000"	"2000"	284	1389096	20.445	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2001"	"2001"	268	1440512	18.604	0.002%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2002"	"2002"	317	1479231	21.430	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2003"	"2003"	320	1511567	21.170	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2004"	"2004"	322	1555933	20.695	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2005"	"2005"	393	1597317	24.604	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2006"	"2006"	380	1663137	22.848	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2007"	"2007"	358	1716918	20.851	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2008"	"2008"	323	1763324	18.318	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2009"	"2009"	369	1803202	20.464	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2010"	"2010"	439	1827207	24.026	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2011"	"2011"	486	1879976	25.851	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2012"	"2012"	466	1914788	24.337	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2013"	"2013"	502	1944840	25.812	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2014"	"2014"	516	1979250	26.070	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2015"	"2015"	525	2013355	26.076	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2016"	"2016"	518	2044398	25.338	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"1999"	"1999"	320	3409039	9.387	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2000"	"2000"	374	3451080	10.837	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2001"	"2001"	383	3516815	10.891	0.003%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2002"	"2002"	408	3551766	11.487	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2003"	"2003"	486	3575957	13.591	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2004"	"2004"	466	3614712	12.892	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2005"	"2005"	505	3644863	13.855	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2006"	"2006"	510	3698124	13.791	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2007"	"2007"	468	3737579	12.521	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2008"	"2008"	456	3762189	12.121	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2009"	"2009"	476	3780241	12.592	0.004%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2010"	"2010"	570	3785734	15.057	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2011"	"2011"	606	3805656	15.924	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2012"	"2012"	574	3802565	15.095	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2013"	"2013"	567	3786136	14.976	0.005%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2014"	"2014"	641	3783716	16.941	0.006%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2015"	"2015"	642	3786166	16.956	0.006%
	"Georgia"	"13"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2016"	"2016"	673	3791653	17.750	0.006%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"1999"	"1999"	121	1352498	8.946	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2000"	"2000"	121	1389096	8.711	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2001"	"2001"	131	1440512	9.094	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2002"	"2002"	137	1479231	9.262	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2003"	"2003"	120	1511567	7.939	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2004"	"2004"	118	1555933	7.584	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2005"	"2005"	118	1597317	7.387	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2006"	"2006"	132	1663137	7.937	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2007"	"2007"	85	1716918	4.951	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2008"	"2008"	94	1763324	5.331	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2009"	"2009"	104	1803202	5.768	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2010"	"2010"	97	1827207	5.309	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2011"	"2011"	99	1879976	5.266	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2012"	"2012"	94	1914788	4.909	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2013"	"2013"	115	1944840	5.913	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2014"	"2014"	117	1979250	5.911	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2015"	"2015"	99	2013355	4.917	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2016"	"2016"	118	2044398	5.772	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"1999"	"1999"	126	3409039	3.696	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2000"	"2000"	170	3451080	4.926	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2001"	"2001"	166	3516815	4.720	0.001%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2002"	"2002"	173	3551766	4.871	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2003"	"2003"	216	3575957	6.040	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2004"	"2004"	218	3614712	6.031	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2005"	"2005"	213	3644863	5.844	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2006"	"2006"	220	3698124	5.949	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2007"	"2007"	200	3737579	5.351	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2008"	"2008"	182	3762189	4.838	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2009"	"2009"	188	3780241	4.973	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2010"	"2010"	223	3785734	5.891	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2011"	"2011"	199	3805656	5.229	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2012"	"2012"	238	3802565	6.259	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2013"	"2013"	251	3786136	6.629	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2014"	"2014"	247	3783716	6.528	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2015"	"2015"	257	3786166	6.788	0.002%
	"Georgia"	"13"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	"2016"	"2016"	220	3791653	5.802	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	10	270245	3.700 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"1999"	"1999"	99	1352498	7.320	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2000"	"2000"	123	1389096	8.855	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2001"	"2001"	125	1440512	8.677	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2002"	"2002"	130	1479231	8.788	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2003"	"2003"	154	1511567	10.188	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2004"	"2004"	152	1555933	9.769	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2005"	"2005"	156	1597317	9.766	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2006"	"2006"	140	1663137	8.418	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2007"	"2007"	155	1716918	9.028	0.001%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2008"	"2008"	176	1763324	9.981	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2009"	"2009"	184	1803202	10.204	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2010"	"2010"	175	1827207	9.577	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2011"	"2011"	184	1879976	9.787	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2012"	"2012"	198	1914788	10.341	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2013"	"2013"	194	1944840	9.975	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2014"	"2014"	216	1979250	10.913	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2015"	"2015"	215	2013355	10.679	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"Black or African American"	"2054-5"	"2016"	"2016"	255	2044398	12.473	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"1999"	"1999"	217	3409039	6.365	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2000"	"2000"	238	3451080	6.896	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2001"	"2001"	262	3516815	7.450	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2002"	"2002"	221	3551766	6.222	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2003"	"2003"	251	3575957	7.019	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2004"	"2004"	275	3614712	7.608	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2005"	"2005"	272	3644863	7.463	0.002%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2006"	"2006"	279	3698124	7.544	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2007"	"2007"	288	3737579	7.706	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2008"	"2008"	290	3762189	7.708	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2009"	"2009"	312	3780241	8.253	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2010"	"2010"	317	3785734	8.374	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2011"	"2011"	344	3805656	9.039	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2012"	"2012"	361	3802565	9.494	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2013"	"2013"	369	3786136	9.746	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2014"	"2014"	357	3783716	9.435	0.003%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2015"	"2015"	418	3786166	11.040	0.004%
	"Georgia"	"13"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	"2016"	"2016"	440	3791653	11.604	0.004%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	12	16592	72.324 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	12	20230	59.318 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	11	21505	51.151 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	11	23218	47.377 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	10	26535	37.686 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	39	117846	33.094	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	32	127078	25.181	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	35	140681	24.879	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	49	150763	32.501	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	42	159850	26.275	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	40	169683	23.573	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	49	179994	27.223	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	50	192652	25.954	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	41	203146	20.183	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	43	213230	20.166	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	53	221953	23.879	0.000%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	56	228141	24.546	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	65	240045	27.078	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	68	250316	27.166	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	75	259383	28.915	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	77	270245	28.493	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	84	282172	29.769	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	89	293663	30.307	0.001%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"1999"	"1999"	1961	1352498	144.991	0.018%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2000"	"2000"	2101	1389096	151.249	0.019%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2001"	"2001"	2095	1440512	145.434	0.019%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2002"	"2002"	2161	1479231	146.089	0.019%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2003"	"2003"	2262	1511567	149.646	0.020%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2004"	"2004"	2254	1555933	144.865	0.020%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2005"	"2005"	2204	1597317	137.981	0.020%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2006"	"2006"	2416	1663137	145.268	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2007"	"2007"	2307	1716918	134.369	0.021%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2008"	"2008"	2412	1763324	136.787	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2009"	"2009"	2467	1803202	136.812	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2010"	"2010"	2386	1827207	130.582	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2011"	"2011"	2361	1879976	125.587	0.021%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2012"	"2012"	2404	1914788	125.549	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2013"	"2013"	2461	1944840	126.540	0.022%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2014"	"2014"	2538	1979250	128.230	0.023%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2015"	"2015"	2631	2013355	130.677	0.024%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	"2016"	"2016"	2716	2044398	132.851	0.025%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"1999"	"1999"	3123	3409039	91.609	0.028%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2000"	"2000"	3117	3451080	90.320	0.028%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2001"	"2001"	3111	3516815	88.461	0.028%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2002"	"2002"	3305	3551766	93.052	0.030%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2003"	"2003"	3308	3575957	92.507	0.030%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2004"	"2004"	3232	3614712	89.412	0.029%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2005"	"2005"	3284	3644863	90.099	0.030%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2006"	"2006"	3273	3698124	88.504	0.030%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2007"	"2007"	3261	3737579	87.249	0.029%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2008"	"2008"	3125	3762189	83.063	0.028%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2009"	"2009"	3403	3780241	90.021	0.031%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2010"	"2010"	3403	3785734	89.890	0.031%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2011"	"2011"	3283	3805656	86.266	0.030%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2012"	"2012"	3201	3802565	84.180	0.029%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2013"	"2013"	3486	3786136	92.073	0.031%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2014"	"2014"	3487	3783716	92.158	0.031%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2015"	"2015"	3461	3786166	91.412	0.031%
	"Georgia"	"13"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	"2016"	"2016"	3624	3791653	95.578	0.033%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	10	228141	4.383 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	13	270245	4.810 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	12	282172	4.253 (Unreliable)	0.000%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"1999"	"1999"	306	1352498	22.625	0.003%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"2000"	"2000"	326	1389096	23.469	0.003%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"2001"	"2001"	300	1440512	20.826	0.003%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"2002"	"2002"	326	1479231	22.038	0.003%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"2003"	"2003"	288	1511567	19.053	0.003%
	"Georgia"	"13"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	"2004"	"2004"	306	1555933	19.667	0.003%
