"Notes"	"State"	"State Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2005"	"2005"	73	401428	18.185
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2006"	"2006"	82	405690	20.212
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2007"	"2007"	59	409801	14.397
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2008"	"2008"	73	413172	17.668
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2009"	"2009"	68	416413	16.330
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2010"	"2010"	89	419193	21.231
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2011"	"2011"	81	423179	19.141
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2012"	"2012"	91	425701	21.377
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2013"	"2013"	98	428109	22.891
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2014"	"2014"	101	429023	23.542
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2015"	"2015"	91	428267	21.248
	"South Dakota"	"46"	"Intentional self-harm"	"X60-X84"	"White"	"2106-3"	"2016"	"2016"	90	428084	21.024
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	11	28990	37.944 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	14	33512	41.776 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	10	35400	28.249 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	13	38142	34.083 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	11	41855	26.281 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"White"	"2106-3"	"2001"	"2001"	10	385394	2.595 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"White"	"2106-3"	"2015"	"2015"	12	428267	2.802 (Unreliable)
	"South Dakota"	"46"	"Assault"	"X85-Y09"	"White"	"2106-3"	"2016"	"2016"	15	428084	3.504 (Unreliable)
	"South Dakota"	"46"	"Event of undetermined intent"	"Y10-Y34"	"White"	"2106-3"	"2008"	"2008"	10	413172	2.420 (Unreliable)
	"South Dakota"	"46"	"Event of undetermined intent"	"Y10-Y34"	"White"	"2106-3"	"2009"	"2009"	13	416413	3.122 (Unreliable)
	"South Dakota"	"46"	"Event of undetermined intent"	"Y10-Y34"	"White"	"2106-3"	"2010"	"2010"	14	419193	3.340 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"Black or African American"	"2054-5"	"2016"	"2016"	11	702095	1.567 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2004"	"2004"	10	2931342	0.341 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2007"	"2007"	12	3034288	0.395 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2009"	"2009"	18	3072239	0.586 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2010"	"2010"	15	3083654	0.486 (Unreliable)
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2011"	"2011"	25	3104432	0.805
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2012"	"2012"	30	3105911	0.966
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2013"	"2013"	25	3104950	0.805
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2014"	"2014"	22	3110251	0.707
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2015"	"2015"	33	3118552	1.058
	"Tennessee"	"47"	"Intestinal infectious diseases"	"A00-A09"	"White"	"2106-3"	"2016"	"2016"	26	3130744	0.830
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"1999"	"1999"	35	526598	6.646
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2000"	"2000"	29	534884	5.422
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2001"	"2001"	43	548877	7.834
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2002"	"2002"	39	559320	6.973
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2003"	"2003"	57	568997	10.018
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2004"	"2004"	38	580819	6.542
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2005"	"2005"	63	592736	10.629
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2006"	"2006"	54	606286	8.907
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2007"	"2007"	58	617524	9.392
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2008"	"2008"	62	626273	9.900
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2009"	"2009"	50	637412	7.844
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2010"	"2010"	66	646418	10.210
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2011"	"2011"	56	661094	8.471
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2012"	"2012"	40	673937	5.935
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2013"	"2013"	65	682514	9.524
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2014"	"2014"	54	690829	7.817
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2015"	"2015"	61	696641	8.756
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2016"	"2016"	86	702095	12.249
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"1999"	"1999"	100	2816090	3.551
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2000"	"2000"	94	2835515	3.315
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2001"	"2001"	74	2866606	2.581
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2002"	"2002"	105	2887591	3.636
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2003"	"2003"	115	2905866	3.958
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2004"	"2004"	105	2931342	3.582
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2005"	"2005"	116	2963242	3.915
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2006"	"2006"	121	2998784	4.035
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2007"	"2007"	158	3034288	5.207
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2008"	"2008"	176	3052772	5.765
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2009"	"2009"	155	3072239	5.045
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2010"	"2010"	137	3083654	4.443
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2011"	"2011"	156	3104432	5.025
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2012"	"2012"	168	3105911	5.409
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2013"	"2013"	193	3104950	6.216
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2014"	"2014"	191	3110251	6.141
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2015"	"2015"	236	3118552	7.568
	"Tennessee"	"47"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2016"	"2016"	207	3130744	6.612
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"1999"	"1999"	13	526598	2.469 (Unreliable)
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2000"	"2000"	18	534884	3.365 (Unreliable)
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2001"	"2001"	12	548877	2.186 (Unreliable)
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2002"	"2002"	23	559320	4.112
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2003"	"2003"	15	568997	2.636 (Unreliable)
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2004"	"2004"	31	580819	5.337
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2005"	"2005"	21	592736	3.543
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2006"	"2006"	30	606286	4.948
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2007"	"2007"	26	617524	4.210
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2008"	"2008"	25	626273	3.992
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2009"	"2009"	29	637412	4.550
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2010"	"2010"	36	646418	5.569
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2011"	"2011"	29	661094	4.387
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2012"	"2012"	30	673937	4.451
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2013"	"2013"	30	682514	4.396
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2014"	"2014"	26	690829	3.764
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2015"	"2015"	35	696641	5.024
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2016"	"2016"	31	702095	4.415
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"1999"	"1999"	80	2816090	2.841
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2000"	"2000"	69	2835515	2.433
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2001"	"2001"	76	2866606	2.651
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2002"	"2002"	103	2887591	3.567
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2003"	"2003"	107	2905866	3.682
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2004"	"2004"	104	2931342	3.548
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2005"	"2005"	93	2963242	3.138
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2006"	"2006"	112	2998784	3.735
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2007"	"2007"	132	3034288	4.350
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2008"	"2008"	143	3052772	4.684
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2009"	"2009"	174	3072239	5.664
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2010"	"2010"	168	3083654	5.448
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2011"	"2011"	199	3104432	6.410
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2012"	"2012"	190	3105911	6.117
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2013"	"2013"	174	3104950	5.604
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2014"	"2014"	178	3110251	5.723
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2015"	"2015"	158	3118552	5.066
	"Tennessee"	"47"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2016"	"2016"	134	3130744	4.280
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"1999"	"1999"	155	526598	29.434
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2000"	"2000"	175	534884	32.717
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2001"	"2001"	190	548877	34.616
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2002"	"2002"	222	559320	39.691
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2003"	"2003"	183	568997	32.162
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2004"	"2004"	192	580819	33.057
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2005"	"2005"	177	592736	29.862
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2006"	"2006"	176	606286	29.029
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2007"	"2007"	163	617524	26.396
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2008"	"2008"	179	626273	28.582
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2009"	"2009"	151	637412	23.690
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2010"	"2010"	121	646418	18.719
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2011"	"2011"	84	661094	12.706
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2012"	"2012"	102	673937	15.135
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2013"	"2013"	89	682514	13.040
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2014"	"2014"	88	690829	12.738
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2015"	"2015"	89	696641	12.776
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2016"	"2016"	53	702095	7.549
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"1999"	"1999"	94	2816090	3.338
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2000"	"2000"	102	2835515	3.597
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2001"	"2001"	80	2866606	2.791
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2002"	"2002"	114	2887591	3.948
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2003"	"2003"	98	2905866	3.372
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2004"	"2004"	90	2931342	3.070
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2005"	"2005"	91	2963242	3.071
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2006"	"2006"	70	2998784	2.334
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2007"	"2007"	80	3034288	2.637
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2008"	"2008"	77	3052772	2.522
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2009"	"2009"	71	3072239	2.311
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2010"	"2010"	71	3083654	2.302
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2011"	"2011"	60	3104432	1.933
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2012"	"2012"	67	3105911	2.157
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2013"	"2013"	42	3104950	1.353
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2014"	"2014"	58	3110251	1.865
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2015"	"2015"	53	3118552	1.700
	"Tennessee"	"47"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2016"	"2016"	45	3130744	1.437
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"1999"	"1999"	15	2816090	0.533 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2000"	"2000"	12	2835515	0.423 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2001"	"2001"	12	2866606	0.419 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2002"	"2002"	11	2887591	0.381 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2006"	"2006"	11	2998784	0.367 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2007"	"2007"	11	3034288	0.363 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2008"	"2008"	13	3052772	0.426 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2011"	"2011"	12	3104432	0.387 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2012"	"2012"	10	3105911	0.322 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2014"	"2014"	15	3110251	0.482 (Unreliable)
	"Tennessee"	"47"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2016"	"2016"	12	3130744	0.383 (Unreliable)
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"1999"	"1999"	17	2816090	0.604 (Unreliable)
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2002"	"2002"	19	2887591	0.658 (Unreliable)
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2003"	"2003"	28	2905866	0.964
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2004"	"2004"	31	2931342	1.058
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2005"	"2005"	30	2963242	1.012
	"Tennessee"	"47"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2008"	"2008"	13	3052772	0.426 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	10	16252	61.531 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	39105	46.030 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	15	41946	35.760 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	15	45042	33.302 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	23	47781	48.136
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	50370	33.750 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	53463	33.668 (Unreliable)
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	27	56402	47.871
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	23	59333	38.764
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	20	62237	32.135
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	22	64303	34.213
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	25	66770	37.442
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	29	68452	42.365
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	38	72150	52.668
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	34	75362	45.116
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	25	78180	31.977
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	24	80958	29.645
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	25	83939	29.784
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	34	87100	39.036
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"1999"	"1999"	675	526598	128.181
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2000"	"2000"	677	534884	126.569
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2001"	"2001"	674	548877	122.796
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2002"	"2002"	693	559320	123.900
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2003"	"2003"	727	568997	127.769
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2004"	"2004"	737	580819	126.890
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2005"	"2005"	807	592736	136.148
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2006"	"2006"	789	606286	130.137
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2007"	"2007"	824	617524	133.436
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2008"	"2008"	769	626273	122.790
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2009"	"2009"	843	637412	132.254
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2010"	"2010"	831	646418	128.555
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2011"	"2011"	865	661094	130.844
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2012"	"2012"	879	673937	130.428
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2013"	"2013"	898	682514	131.572
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2014"	"2014"	946	690829	136.937
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2015"	"2015"	848	696641	121.727
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2016"	"2016"	793	702095	112.948
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"1999"	"1999"	3194	2816090	113.420
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2000"	"2000"	3150	2835515	111.091
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2001"	"2001"	3274	2866606	114.212
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2002"	"2002"	3389	2887591	117.364
	"Tennessee"	"47"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2003"	"2003"	3415	2905866	117.521
